id,title,company,location,skills,description,seniority
job-3902348855,Mobile Developer (Android),Akkodis,United States,Excel;Java;Git;Kotlin;Android SDK;Communication,"Akkodis is seeking an Android Developer for a 12+ Months Contract with possible extension position with a client located in Remote (Candidate will be working in PST time).Pay Range: 55/hr - $60/hour W2.Android Developer - job responsibilityWe are seeking a highly skilled Android Developer with a strong background in Android development and database design to join our team. The ideal candidate will have a deep understanding of Android architecture and design, with a proven track record of develop",Mid
job-3902353846,Mobile Developer (iOS),Clear Thought Solutions LLC,"Dallas, TX",AWS;CI/CD;Monitoring;Swift,"iOS Developer for 12 months in Dallas, TX – F2F Interview  Top Skills· Experience in iOS development, with a strong portfolio of iOS applications.· Must have experience in cloud services (preferably AWS), CI/CD solution and monitoring tools.· Experience with native iOS frameworks.· Extensive experience with Swift and/or Objective-C.",Mid
job-3902355281,ML Engineer,OKAYA INFOCOM,"San Francisco, CA",Python;Kubernetes;Machine Learning,"Machine Learning Engineer/AI EngineerSFO or Cupertino, CA (Onsite)Fulltime Technical Skills Required: Azure , Python, AIML, Kubernetes, Devops   Looking for a positive response and fruitful alliance :)Dushyant ChaudharySenior Executive Talent AcquisitionCell No: +1 (201) 448-1094Email ID: dushyant.chaudhary@okayainc.com",Mid
job-3902367570,Mobile Developer (iOS),SVK Technology Solutions Inc,New York City Metropolitan Area,Excel;Swift;Communication,"# W2 ROLE#IF MARKETING IS OK CAN APPLY  Email: pradeep.r@svktechinc.com Company DescriptionSVK Technology Solutions Inc is an Information Technology solution provider based in the New York City Metropolitan Area. We specialize in fusing technology and business understanding to create solutions that enable our clients to realize their growth potential and maximize business opportunities. Our services include custom software application development, business intelligence applications, client/serve",Mid
job-3902369645,Mobile Developer (Android),HeyDay Consulting Services LLC,"Alpharetta, GA",Excel;Java;Git;Kotlin,"Position: W2 Full time No C2CVisa: GC, USC, H4EAD   Senior Android Developer with FlutterAlpharetta, GA (Must be local)Long Term Contract Face to Face interview is required and must work 3 days onsite in a week NOTE: Apply those who are looking for full time and who are ready to go onsite interview  Company DescriptionHeyDay Consulting Services LLC is a specialist provider of technology services and healthcare solutions. We consistently deliver best-in-class solutions and an unmatched cost advan",Mid
job-3902820819,Platform Engineer,The Depository Trust & Clearing Corporation (DTCC),"Dallas, TX",Excel;Monitoring;Networking;Communication,"Are you ready to make an impact at DTCC?    Do you want to work on innovative projects, collaborate with a dynamic and supportive team, and receive investment in your professional development? At DTCC, we are at the forefront of innovation in the financial markets. We're committed to helping our employees grow and succeed. We believe that you have the skills and aim to make a real impact. We foster a thriving internal community and are committed to creating a workplace that looks like the world",Senior
job-3902823365,Platform Engineer,Sun Technologies,"Johns Creek, GA",Python;SQL;GCP;Git;Terraform,"Job Title:  GCP Platform EngineerDuration: Expected to be 12 months contractLocation:  Johns Creek GA# of Positions:  1Skills/Experience: Skills set required: · Google Cloud· Terraform Cloud· GKE,GCE,GCS, GCLB, Cloud NAT, Cloud DNS, ILBs , IAM, Cloud SQL, Big Table, Big Query, MIG (managed instance groups)· Terraform module management.· Gitlab SaaS· ArgoCd / Spinnaker· Python· Jenkins",Mid
job-3902832618,Mobile Developer (Android),BayOne Solutions,"Sunnyvale, CA",APIs;Java;Git;Agile,"Job Title: Android EngineerLocation: Sunnyvale CADuration: 6+ months Description: Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plans Executes Mobile Engineering projectsParticipates in the discovery phase of small to medium size Mobile Engineering projectsParticipates in peer code reviews and team developmentProvides and supports the implementation of business solutions Provides mobile engineering support to the businessTroubleshoots",Mid
job-3902833714,Platform Engineer,Copper State Executive Search,"San Francisco, CA",APIs;MLOps;Python;AWS,"This is a full-time, W2 role located in San FranciscoC2C NOT availableVisa Sponsorship available Salary: 130-180K plus Equity For this Cloud Engineer role, you will:Engineer a data platform and work on cutting-edge MLOps with guidance from MIT PhDs who are prominent in systems and ML research.Pioneer novel software systems for the rapidly growing field of data-centric AI. Our tools enable data scientists and engineers across all industries to effectively diagnose and fix issues in their datasets",Mid
job-3902835434,Mobile Developer (iOS),Planet Technology,"Dallas, TX",AWS;Git;CI/CD;Monitoring;Swift,"5 days a week on-site in Dallas Contract length: 6 months +  Qualifications8+ years of experience in iOS development, with a strong portfolio of iOS applications.Must have experience in cloud services (preferable AWS), CI/CD solution and monitoring tools.Experience with native iOS frameworks.Extensive experience with Swift and/or Objective-C. OverviewLooking for a Senior iOS developer for building reusable components for design systems. We are looking for a skilled and experienced Senior iOS Dev",Mid
job-3902864961,Mobile Developer (iOS),Venmo,"Scottsdale, AZ",APIs;Excel;Git;Kotlin;Swift;Communication,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.  Job Description Summary: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is",Mid
job-3902871017,Platform Engineer,ConsultNet Technology Services and Solutions,United States,AWS;GCP;Kubernetes;Communication,"Senior Platform Engineer - HybridSalt Lake City, UTLong Term Contract: $60-$85 per hour Our client is in search of a Senior Platform Engineer to join their growing team. You will be part of the platform team that will help our client move to a totally cloud native environment. The ideal candidate will provide guidance to the on DevOps best practices, automation, tools, and Azure. Required Skills:5+ years of Platform Engineering/DevOps/SRE experienceExpert Cloud experience (Azure, AWS, GCP)Expert",Mid
job-3902873515,Mobile Developer (Android),"15 Seconds of Fame, Inc.",United States,APIs;SQL;Java;Git;Kotlin;Android SDK;Performance Tuning;Communication,"We are seeking an Android Developer with an exceptional understanding of the Android ecosystem, backed by a deep theoretical and practical knowledge of its inner workings. This position is ideal for someone who has a strong command of Kotlin, Kotlin Coroutines, RxJava, Jetpack Compose, and is proficient in architectural patterns such as MVI, MVP, and MVICore. The successful candidate will be someone who not only has a significant track record of developing high-quality, innovative mobile applica",Mid
